108	90	59	39
122	109	102	54
106	106	99	49
105	104	96	78
119	99	98	60
106	97	86	69
117	104	96	84
124	90	88	65
131	84	74	30
124	95	53	39
129	106	90	75
108	102	95	52
114	94	75	42
116	111	96	83
124	93	88	80
92	91	89	87
111	107	98	18
105	93	90	71
124	79	72	37
106	100	84	53
128	104	101	82
112	87	87	7
105	87	82	73
123	111	80	53
121	107	71	67
113	109	91	55
104	102	95	61
115	109	87	80
117	117	107	101
109	104	90	85
112	108	102	68
114	110	86	53
128	101	44	35
110	94	92	89
100	97	58	57
129	59	29	17
112	98	97	43
95	72	56	33
103	85	67	46
104	92	67	45
122	109	107	58
128	104	100	38
103	83	76	46
111	109	101	58
107	89	60	57
114	107	83	71
116	67	67	47
112	94	86	78
111	96	87	84
103	101	100	45
97	97	77	55
127	108	99	84
107	101	94	86
125	107	101	97
101	98	78	37
104	96	67	57
104	99	96	76
111	108	86	69
124	104	97	83
121	104	92	89
121	112	27	5
121	121	99	40
119	80	75	54
111	100	96	83
114	96	73	67
117	110	70	68
119	104	103	101
98	93	71	60
120	99	92	32
113	80	73	72
100	98	77	57
103	94	83	39
103	103	98	40
125	102	97	58
103	99	73	61
111	85	77	42
116	102	93	86
105	105	79	59
125	81	49	40
111	97	81	67
106	97	80	65
116	98	97	65
111	111	95	93
122	112	112	103
120	84	65	37
118	111	99	30
120	118	89	83
98	91	87	61
94	93	71	61
94	87	72	71
119	111	79	78
106	103	49	41
115	87	65	58
120	113	89	67
111	99	80	74
116	110	92	78
104	103	103	41
113	112	61	51
128	100	85	81
103	87	87	54
111	102	97	89
103	102	74	51
126	106	69	58
125	75	65	37
119	119	109	56
112	112	98	67
101	97	55	38
122	103	76	74
120	118	98	88
117	114	87	87
113	107	96	35
130	108	103	90
121	44	24	18
137	112	87	61
87	78	47	41
99	97	85	40
112	111	97	41
83	71	61	27
107	95	87	42
104	88	74	52
100	99	27	22
103	84	78	58
136	105	99	91
89	88	87	73
107	86	73	33
113	111	80	73
115	102	100	75
106	101	77	66
123	101	82	60
113	90	84	38
128	98	84	61
121	106	102	89
116	96	90	70
105	100	79	75
126	121	90	60
102	89	43	32
123	96	85	83
126	120	90	72
133	110	93	76
109	108	106	103
118	94	92	86
113	96	89	82
91	74	72	49
102	98	87	82
103	84	50	30
93	63	34	33
114	91	81	71
122	90	90	60
127	103	96	74
100	81	61	0
138	91	75	36
88	84	80	52
104	95	73	35
112	97	61	43
117	103	102	27
121	76	34	28
108	99	72	31
125	109	93	69
106	101	89	88
117	107	104	93
113	92	83	78
112	106	76	57
118	86	49	41
102	90	75	54
121	79	79	67
106	89	80	19
95	70	62	46
104	96	78	66
125	104	91	90
115	105	101	76
116	98	92	84
123	110	105	65
104	94	80	79
101	89	84	40
111	101	86	75
114	89	88	77
112	92	64	53
103	92	76	57
96	92	86	36
84	79	52	40
109	97	89	60
99	97	88	80
117	104	86	65
106	105	71	69
119	85	59	23
130	91	84	80
99	81	80	76
103	101	97	85
100	100	87	43
121	89	88	77
126	125	101	90
98	89	82	80
118	95	90	87
113	110	105	95
125	103	68	63
116	83	54	43
102	101	90	72
101	95	79	78
114	112	111	107
114	107	65	64
117	92	86	74
127	87	64	48
105	98	96	85
124	82	72	71
135	106	105	41
104	94	89	69
104	97	92	65
126	86	84	42
106	99	98	84
106	103	91	88
119	110	103	70
116	111	100	90
101	99	82	75
99	93	86	39
134	114	97	75
114	92	79	52
113	100	53	13
121	115	101	93
110	99	80	49
117	85	63	13
115	106	92	74
116	95	92	80
95	92	86	58
113	112	83	56
137	112	88	36
123	97	94	48
112	102	99	34
121	98	92	86
114	88	87	87
117	100	88	57
117	105	86	74
131	116	60	47
115	107	47	47
126	89	84	50
100	61	55	30
130	101	88	87
116	111	88	78
110	106	87	72
101	84	75	74
116	116	102	63
112	111	108	75
115	106	86	74
100	89	77	68
113	97	94	59
106	98	92	83
116	103	97	85
119	114	92	36
110	99	93	69
109	108	104	93
87	80	73	51
