104	80	64	53
122	99	82	69
123	111	95	86
115	110	90	54
126	124	98	91
126	108	103	79
116	96	68	37
118	94	79	78
123	102	80	58
121	110	89	22
110	106	80	44
115	110	100	65
116	107	107	103
112	110	90	82
116	89	79	79
117	104	101	77
132	124	109	102
114	106	99	91
118	112	86	49
123	107	101	85
123	120	77	65
108	96	96	7
102	94	93	62
119	101	72	26
125	106	85	33
112	92	82	64
116	111	35	21
134	98	93	83
105	105	92	92
126	114	94	51
105	90	87	68
88	85	60	59
99	92	85	68
113	102	95	48
124	101	88	77
103	99	83	24
124	119	115	76
98	88	59	48
123	106	102	38
124	105	99	97
117	110	106	83
115	86	71	25
100	76	76	72
121	103	88	79
116	106	100	94
119	95	40	37
122	118	103	96
119	112	97	80
112	112	98	54
113	104	89	72
103	93	84	52
101	94	79	54
111	110	106	100
125	114	73	61
104	103	101	61
117	103	100	99
121	97	88	57
106	89	75	53
126	104	96	79
122	97	90	79
113	107	100	74
125	83	64	44
108	104	95	94
116	114	112	55
125	102	99	93
121	115	115	103
99	97	87	82
120	91	85	47
102	101	99	83
131	98	86	54
119	108	88	43
116	93	90	48
115	85	46	12
124	83	82	78
116	104	91	79
102	91	84	68
131	98	62	37
87	77	68	53
121	97	87	74
116	96	90	56
123	86	85	79
117	106	86	84
123	90	76	23
119	106	59	52
116	112	83	64
91	86	78	53
122	111	92	81
117	91	81	73
109	88	81	69
111	106	96	88
142	111	107	100
112	92	79	64
113	94	38	35
119	105	57	55
121	102	90	26
95	90	51	17
115	99	90	89
101	97	93	90
109	105	97	46
124	107	96	4
120	102	93	62
112	111	78	66
119	110	103	91
118	114	83	72
127	95	88	85
113	102	97	48
119	99	96	47
124	82	80	75
97	86	75	43
119	116	104	92
107	104	62	43
115	103	93	50
109	100	88	85
104	96	59	53
107	93	80	73
109	108	100	71
120	98	60	49
114	88	86	81
124	104	92	79
118	99	79	54
98	72	44	24
108	96	82	38
114	109	101	87
93	92	66	53
129	87	81	73
133	101	95	59
123	89	83	79
124	103	98	57
112	98	76	72
118	107	95	90
115	91	91	67
121	113	111	102
117	97	77	75
98	66	64	62
120	96	93	85
106	70	45	42
119	116	76	37
122	118	85	71
106	85	84	75
115	113	56	49
131	103	82	53
89	86	58	46
128	94	88	60
131	97	89	72
121	121	73	60
126	115	109	62
116	110	97	32
104	96	70	42
124	115	103	84
128	113	106	66
116	94	82	62
118	107	104	61
102	102	94	79
122	107	104	69
116	94	81	63
111	102	92	13
101	93	81	74
118	107	106	105
112	89	86	49
109	107	72	39
96	93	90	0
109	100	96	84
99	80	68	11
127	124	102	21
97	91	87	75
124	107	96	81
104	98	92	81
108	103	99	97
122	105	102	73
115	108	99	97
89	89	87	79
131	107	82	44
110	104	85	34
98	86	83	76
104	85	74	36
123	96	55	37
128	105	90	76
127	106	100	99
110	100	97	45
115	96	88	87
113	107	84	77
128	111	75	51
114	112	107	101
106	101	79	51
122	89	87	30
111	88	84	68
106	92	81	35
123	74	67	15
115	100	84	56
116	110	104	96
120	99	87	85
118	113	101	92
119	108	72	31
107	88	87	56
108	97	74	18
135	104	103	100
118	91	87	78
98	91	77	71
125	119	118	105
112	110	105	99
115	101	85	78
127	99	84	76
109	75	68	49
117	113	96	88
119	112	93	50
124	111	47	32
101	92	71	71
103	95	84	59
110	72	64	30
94	51	49	43
113	84	82	40
99	96	42	38
121	94	93	76
130	101	80	66
107	107	56	21
120	111	108	96
119	108	72	71
124	119	97	84
131	90	88	53
116	112	89	63
119	110	103	96
117	111	103	88
106	102	93	70
119	109	98	92
126	109	84	52
116	107	72	59
123	99	95	83
108	90	80	40
105	79	67	64
109	91	90	57
127	113	106	91
116	113	103	96
124	119	90	53
108	93	80	50
112	101	85	50
125	106	83	65
118	86	79	63
117	103	98	88
116	104	100	41
106	89	76	50
111	95	74	66
110	100	95	90
117	102	95	85
125	124	80	48
104	102	97	91
124	79	45	34
110	108	98	61
116	115	92	45
107	106	79	75
120	95	93	44
