125	35	23	6
107	96	93	24
118	99	98	84
108	105	90	86
106	92	80	79
120	92	66	38
116	112	103	71
119	92	91	90
100	97	97	69
122	102	101	101
112	101	90	67
114	90	88	74
115	97	90	87
125	105	104	98
119	94	88	86
109	108	94	89
118	84	73	44
123	108	101	22
135	96	80	39
113	100	88	47
119	102	98	71
87	83	72	14
107	72	64	56
114	112	89	86
125	80	73	70
104	101	87	64
117	98	71	57
107	104	100	51
116	112	83	77
132	110	87	84
125	103	98	66
115	107	91	66
111	107	106	94
127	110	91	78
124	113	91	73
111	90	75	73
101	100	81	24
128	105	92	90
114	114	78	28
121	103	98	84
100	80	62	49
103	99	82	60
117	94	68	62
126	101	71	26
121	98	79	68
119	109	104	92
114	84	68	58
104	97	59	58
124	109	105	44
131	114	93	54
120	101	91	66
119	106	106	103
125	97	93	65
118	95	91	80
103	83	69	31
110	95	94	36
98	95	89	26
119	108	97	80
110	98	85	22
108	80	80	75
108	96	93	75
124	115	111	92
98	97	87	83
113	105	95	69
115	111	62	3
116	100	88	68
96	77	64	20
112	96	86	54
109	104	97	91
113	108	92	72
111	96	45	43
116	97	97	78
129	113	81	63
111	87	87	59
109	105	91	64
115	108	93	73
127	108	89	62
123	107	106	88
123	109	38	25
110	100	74	66
114	93	71	70
100	85	83	46
119	104	90	59
104	104	103	95
103	90	82	79
108	101	98	46
117	106	98	55
106	105	105	92
107	107	54	32
110	107	102	97
122	96	89	81
95	94	64	57
116	85	84	43
117	73	58	44
128	96	88	83
116	103	98	66
108	107	83	58
133	99	94	89
118	105	98	77
112	111	79	59
106	92	66	44
116	96	92	7
115	95	73	64
86	49	37	20
118	105	90	27
110	108	101	73
109	103	85	16
120	110	98	70
102	95	89	78
100	96	56	26
122	119	71	70
111	100	97	56
116	114	96	94
112	107	93	79
108	101	60	51
119	109	102	88
120	116	111	97
110	104	92	81
120	101	47	45
99	90	86	82
119	113	112	92
100	91	87	83
100	90	79	74
94	87	57	56
116	104	103	50
110	92	73	70
106	99	77	57
117	113	90	54
123	93	72	11
97	84	32	32
113	108	81	69
107	97	76	65
109	92	81	66
112	97	86	84
118	93	90	46
135	120	109	94
126	96	89	77
116	98	81	79
112	106	45	44
118	78	72	27
129	96	72	45
114	104	87	84
109	90	83	54
116	104	102	98
118	106	102	65
110	110	98	91
135	94	69	38
113	107	91	57
106	102	88	81
119	102	77	62
113	91	89	79
110	106	104	91
99	98	71	61
118	117	106	91
114	97	88	54
119	92	80	79
120	110	103	101
126	113	106	0
100	95	95	88
110	105	76	50
108	107	90	80
89	86	82	67
111	105	95	91
91	90	84	38
98	89	58	47
116	110	30	12
113	95	82	77
95	88	85	63
108	105	46	19
130	96	71	65
135	90	76	34
118	110	95	90
124	96	64	63
104	100	81	61
122	112	108	101
127	112	92	83
115	103	84	38
131	113	92	85
99	94	87	76
111	106	104	10
117	95	88	87
113	113	93	57
116	98	90	62
108	107	103	82
128	81	74	70
96	91	79	71
131	108	103	102
106	92	86	41
120	109	104	74
118	101	91	81
107	86	65	63
101	98	58	41
114	103	84	67
112	104	89	75
120	90	85	81
126	104	101	84
116	105	102	61
115	111	108	71
108	94	93	61
114	99	97	80
117	114	103	92
105	95	93	68
106	105	74	52
133	106	95	66
98	74	43	41
101	96	89	59
117	112	86	78
129	95	66	26
115	100	97	77
119	110	110	101
102	88	79	13
138	99	64	49
125	91	90	83
118	98	98	97
114	104	103	91
104	86	85	85
116	112	99	53
127	100	99	59
114	96	85	76
121	112	103	86
119	107	107	97
120	109	99	76
123	80	41	41
125	109	87	80
124	111	89	89
106	102	98	84
114	88	86	83
101	99	94	61
119	96	78	47
106	80	64	13
125	100	100	78
121	101	89	86
108	73	55	16
108	107	76	27
116	106	101	63
128	106	59	38
121	98	79	73
113	95	86	84
114	103	90	78
107	95	94	89
115	105	105	44
117	69	64	55
128	93	90	86
131	76	65	30
118	112	90	56
103	84	84	79
80	72	57	41
132	105	89	32
106	85	65	39
92	75	56	38
