112	105	84	77
97	83	77	35
116	104	101	66
99	81	79	16
133	96	93	82
120	118	99	78
100	86	82	61
117	114	100	97
123	116	103	68
118	115	104	97
126	104	70	57
121	89	76	66
120	94	92	48
116	108	94	73
126	118	111	72
119	105	100	50
108	101	97	87
96	85	81	77
133	97	83	66
124	112	103	72
101	100	86	78
121	108	98	88
119	118	108	102
97	87	73	73
123	96	62	54
124	109	103	87
119	97	88	84
127	105	102	84
104	96	96	45
108	107	99	46
139	102	90	87
121	99	97	81
114	112	102	89
112	96	92	76
106	89	69	44
123	93	81	80
112	81	80	78
118	110	92	65
116	95	78	65
117	94	93	91
116	110	98	67
134	99	83	72
103	88	70	43
119	113	107	27
124	107	75	66
120	94	86	23
117	103	97	65
117	106	100	95
125	109	97	47
115	110	99	73
